STATECD,COUNTYCD,county,stateProvince
51,171,Shenandoah County,Virginia
51,173,Smyth County,Virginia
51,175,Southampton County,Virginia
51,177,Spotsylvania County,Virginia
51,179,Stafford County,Virginia
51,181,Surry County,Virginia
51,183,Sussex County,Virginia
51,185,Tazewell County,Virginia
51,187,Warren County,Virginia
51,191,Washington County,Virginia
51,193,Westmoreland County,Virginia
51,195,Wise County,Virginia
51,197,Wythe County,Virginia
51,199,York County,Virginia
51,510,Alexandria city,Virginia
51,520,Bristol city,Virginia
51,530,Buena Vista city,Virginia
51,540,Charlottesville city,Virginia
51,550,Chesapeake city,Virginia
51,570,Colonial Heights city,Virginia
51,580,Covington city,Virginia
51,590,Danville city,Virginia
51,595,Emporia city,Virginia
51,600,Fairfax city,Virginia
51,610,Falls Church city,Virginia
51,620,Franklin city,Virginia
51,630,Fredericksburg city,Virginia
51,640,Galax city,Virginia
51,650,Hampton city,Virginia
51,660,Harrisonburg city,Virginia
51,670,Hopewell city,Virginia
51,678,Lexington city,Virginia
51,680,Lynchburg city,Virginia
51,683,Manassas city,Virginia
51,685,Manassas Park city,Virginia
51,690,Martinsville city,Virginia
51,700,Newport News city,Virginia
51,710,Norfolk city,Virginia
51,720,Norton city,Virginia
51,730,Petersburg city,Virginia
51,735,Poquoson city,Virginia
51,740,Portsmouth city,Virginia
51,750,Radford city,Virginia
51,760,Richmond city,Virginia
51,770,Roanoke city,Virginia
51,775,Salem city,Virginia
51,790,Staunton city,Virginia
51,800,Suffolk city,Virginia
51,810,Virginia Beach city,Virginia
51,820,Waynesboro city,Virginia
51,830,Williamsburg city,Virginia
51,840,Winchester city,Virginia
53,001,Adams County,Washington
53,003,Asotin County,Washington
53,005,Benton County,Washington
53,007,Chelan County,Washington
53,009,Clallam County,Washington
53,011,Clark County,Washington
53,013,Columbia County,Washington
53,015,Cowlitz County,Washington
53,017,Douglas County,Washington
53,019,Ferry County,Washington
53,021,Franklin County,Washington
53,023,Garfield County,Washington
53,025,Grant County,Washington
53,027,Grays Harbor County,Washington
53,029,Island County,Washington
53,031,Jefferson County,Washington
53,033,King County,Washington
53,035,Kitsap County,Washington
53,037,Kittitas County,Washington
53,039,Klickitat County,Washington
53,041,Lewis County,Washington
53,043,Lincoln County,Washington
53,045,Mason County,Washington
53,047,Okanogan County,Washington
53,049,Pacific County,Washington
53,051,Pend Oreille County,Washington
53,053,Pierce County,Washington
53,055,San Juan County,Washington
53,057,Skagit County,Washington
53,059,Skamania County,Washington
53,061,Snohomish County,Washington
53,063,Spokane County,Washington
53,065,Stevens County,Washington
53,067,Thurston County,Washington
53,069,Wahkiakum County,Washington
53,071,Walla Walla County,Washington
53,073,Whatcom County,Washington
53,075,Whitman County,Washington
53,077,Yakima County,Washington
54,001,Barbour County,West Virginia
54,003,Berkeley County,West Virginia
54,005,Boone County,West Virginia
54,007,Braxton County,West Virginia
54,009,Brooke County,West Virginia
54,011,Cabell County,West Virginia
54,013,Calhoun County,West Virginia
54,015,Clay County,West Virginia
54,017,Doddridge County,West Virginia
54,019,Fayette County,West Virginia
54,021,Gilmer County,West Virginia
54,023,Grant County,West Virginia
54,025,Greenbrier County,West Virginia
54,027,Hampshire County,West Virginia
54,029,Hancock County,West Virginia
54,031,Hardy County,West Virginia
54,033,Harrison County,West Virginia
54,035,Jackson County,West Virginia
54,037,Jefferson County,West Virginia
54,039,Kanawha County,West Virginia
54,041,Lewis County,West Virginia
54,043,Lincoln County,West Virginia
54,045,Logan County,West Virginia
54,047,McDowell County,West Virginia
54,049,Marion County,West Virginia
54,051,Marshall County,West Virginia
54,053,Mason County,West Virginia
54,055,Mercer County,West Virginia
54,057,Mineral County,West Virginia
54,059,Mingo County,West Virginia
54,061,Monongalia County,West Virginia
54,063,Monroe County,West Virginia
54,065,Morgan County,West Virginia
54,067,Nicholas County,West Virginia
54,069,Ohio County,West Virginia
54,071,Pendleton County,West Virginia
54,073,Pleasants County,West Virginia
54,075,Pocahontas County,West Virginia
54,077,Preston County,West Virginia
54,079,Putnam County,West Virginia
54,081,Raleigh County,West Virginia
54,083,Randolph County,West Virginia
54,085,Ritchie County,West Virginia
54,087,Roane County,West Virginia
54,089,Summers County,West Virginia
54,091,Taylor County,West Virginia
54,093,Tucker County,West Virginia
54,095,Tyler County,West Virginia
54,097,Upshur County,West Virginia
54,099,Wayne County,West Virginia
54,101,Webster County,West Virginia
54,103,Wetzel County,West Virginia
54,105,Wirt County,West Virginia
54,107,Wood County,West Virginia
54,109,Wyoming County,West Virginia
55,001,Adams County,Wisconsin
55,003,Ashland County,Wisconsin
55,005,Barron County,Wisconsin
55,007,Bayfield County,Wisconsin
55,009,Brown County,Wisconsin
55,011,Buffalo County,Wisconsin
55,013,Burnett County,Wisconsin
55,015,Calumet County,Wisconsin
55,017,Chippewa County,Wisconsin
55,019,Clark County,Wisconsin
55,021,Columbia County,Wisconsin
55,023,Crawford County,Wisconsin
55,025,Dane County,Wisconsin
55,027,Dodge County,Wisconsin
55,029,Door County,Wisconsin
55,031,Douglas County,Wisconsin
55,033,Dunn County,Wisconsin
55,035,Eau Claire County,Wisconsin
55,037,Florence County,Wisconsin
55,039,Fond du Lac County,Wisconsin
55,041,Forest County,Wisconsin
55,043,Grant County,Wisconsin
55,045,Green County,Wisconsin
55,047,Green Lake County,Wisconsin
55,049,Iowa County,Wisconsin
55,051,Iron County,Wisconsin
55,053,Jackson County,Wisconsin
55,055,Jefferson County,Wisconsin
55,057,Juneau County,Wisconsin
55,059,Kenosha County,Wisconsin
55,061,Kewaunee County,Wisconsin
55,063,La Crosse County,Wisconsin
55,065,Lafayette County,Wisconsin
55,067,Langlade County,Wisconsin
55,069,Lincoln County,Wisconsin
55,071,Manitowoc County,Wisconsin
55,073,Marathon County,Wisconsin
55,075,Marinette County,Wisconsin
55,077,Marquette County,Wisconsin
55,078,Menominee County,Wisconsin
55,079,Milwaukee County,Wisconsin
55,081,Monroe County,Wisconsin
55,083,Oconto County,Wisconsin
55,085,Oneida County,Wisconsin
55,087,Outagamie County,Wisconsin
55,089,Ozaukee County,Wisconsin
55,091,Pepin County,Wisconsin
55,093,Pierce County,Wisconsin
55,095,Polk County,Wisconsin
55,097,Portage County,Wisconsin
55,099,Price County,Wisconsin
55,101,Racine County,Wisconsin
55,103,Richland County,Wisconsin
55,105,Rock County,Wisconsin
55,107,Rusk County,Wisconsin
55,109,St. Croix County,Wisconsin
55,111,Sauk County,Wisconsin
55,113,Sawyer County,Wisconsin
55,115,Shawano County,Wisconsin
55,117,Sheboygan County,Wisconsin
55,119,Taylor County,Wisconsin
55,121,Trempealeau County,Wisconsin
55,123,Vernon County,Wisconsin
55,125,Vilas County,Wisconsin
55,127,Walworth County,Wisconsin
55,129,Washburn County,Wisconsin
55,131,Washington County,Wisconsin
55,133,Waukesha County,Wisconsin
55,135,Waupaca County,Wisconsin
55,137,Waushara County,Wisconsin
55,139,Winnebago County,Wisconsin
55,141,Wood County,Wisconsin
56,001,Albany County,Wyoming
56,003,Big Horn County,Wyoming
56,005,Campbell County,Wyoming
56,007,Carbon County,Wyoming
56,009,Converse County,Wyoming
56,011,Crook County,Wyoming
56,013,Fremont County,Wyoming
56,015,Goshen County,Wyoming
56,017,Hot Springs County,Wyoming
56,019,Johnson County,Wyoming
56,021,Laramie County,Wyoming
56,023,Lincoln County,Wyoming
56,025,Natrona County,Wyoming
56,027,Niobrara County,Wyoming
56,029,Park County,Wyoming
56,031,Platte County,Wyoming
56,033,Sheridan County,Wyoming
56,035,Sublette County,Wyoming
56,037,Sweetwater County,Wyoming
56,039,Teton County,Wyoming
56,041,Uinta County,Wyoming
56,043,Washakie County,Wyoming
56,045,Weston County,Wyoming
